"Date","Price","Year","Week"
9/29/2008,3.644,2008,39
10/6/2008,3.485,2008,40
10/13/2008,3.109,2008,41
10/20/2008,2.855,2008,42
10/27/2008,2.589,2008,43
11/3/2008,2.34,2008,44
11/10/2008,2.17,2008,45
11/17/2008,2.027,2008,46
11/24/2008,1.857,2008,47
12/1/2008,1.79,2008,48
12/8/2008,1.681,2008,49
12/15/2008,1.648,2008,50
12/22/2008,1.635,2008,51
12/29/2008,1.59,2008,52
1/5/2009,1.672,2009,1
1/12/2009,1.772,2009,2
1/19/2009,1.832,2009,3
1/26/2009,1.813,2009,4
2/2/2009,1.871,2009,5
2/9/2009,1.897,2009,6
2/16/2009,1.931,2009,7
2/23/2009,1.868,2009,8
3/2/2009,1.91,2009,9
3/9/2009,1.918,2009,10
3/16/2009,1.885,2009,11
3/23/2009,1.944,2009,12
3/30/2009,2.03,2009,13
4/6/2009,2.011,2009,14
4/13/2009,2.025,2009,15
4/20/2009,2.031,2009,16
4/27/2009,2.016,2009,17
5/4/2009,2.045,2009,18
5/11/2009,2.218,2009,19
5/18/2009,2.281,2009,20
5/25/2009,2.414,2009,21
6/1/2009,2.502,2009,22
6/8/2009,2.6,2009,23
6/15/2009,2.639,2009,24
6/22/2009,2.65,2009,25
6/29/2009,2.593,2009,26
7/6/2009,2.563,2009,27
7/13/2009,2.479,2009,28
7/20/2009,2.411,2009,29
7/27/2009,2.46,2009,30
8/3/2009,2.511,2009,31
8/10/2009,2.596,2009,32
8/17/2009,2.58,2009,33
8/24/2009,2.572,2009,34
8/31/2009,2.553,2009,35
9/7/2009,2.519,2009,36
9/14/2009,2.499,2009,37
9/21/2009,2.477,2009,38
9/28/2009,2.425,2009,39
10/5/2009,2.396,2009,40
10/12/2009,2.432,2009,41
10/19/2009,2.532,2009,42
10/26/2009,2.641,2009,43
11/2/2009,2.66,2009,44
11/9/2009,2.627,2009,45
11/16/2009,2.585,2009,46
11/23/2009,2.603,2009,47
11/30/2009,2.594,2009,48
12/7/2009,2.601,2009,49
12/14/2009,2.56,2009,50
12/21/2009,2.546,2009,51
12/28/2009,2.564,2009,52
1/4/2010,2.627,2010,1
1/11/2010,2.717,2010,2
1/18/2010,2.703,2010,3
1/25/2010,2.666,2010,4
2/1/2010,2.618,2010,5
2/8/2010,2.611,2010,6
2/15/2010,2.563,2010,7
2/22/2010,2.621,2010,8
3/1/2010,2.671,2010,9
3/8/2010,2.721,2010,10
3/15/2010,2.76,2010,11
3/22/2010,2.792,2010,12
3/29/2010,2.765,2010,13
4/5/2010,2.795,2010,14
4/12/2010,2.829,2010,15
4/19/2010,2.831,2010,16
4/26/2010,2.815,2010,17
5/3/2010,2.864,2010,18
5/10/2010,2.87,2010,19
5/17/2010,2.823,2010,20
5/24/2010,2.741,2010,21
5/31/2010,2.679,2010,22
6/7/2010,2.674,2010,23
6/14/2010,2.652,2010,24
6/21/2010,2.696,2010,25
6/28/2010,2.712,2010,26
7/5/2010,2.676,2010,27
7/12/2010,2.666,2010,28
7/19/2010,2.672,2010,29
7/26/2010,2.703,2010,30
8/2/2010,2.687,2010,31
8/9/2010,2.74,2010,32
8/16/2010,2.696,2010,33
8/23/2010,2.653,2010,34
8/30/2010,2.64,2010,35
9/6/2010,2.647,2010,36
9/13/2010,2.695,2010,37
9/20/2010,2.703,2010,38
9/27/2010,2.668,2010,39
10/4/2010,2.705,2010,40
10/11/2010,2.793,2010,41
10/18/2010,2.795,2010,42
10/25/2010,2.772,2010,43
11/1/2010,2.76,2010,44
11/8/2010,2.832,2010,45
11/15/2010,2.849,2010,46
11/22/2010,2.828,2010,47
11/29/2010,2.805,2010,48
12/6/2010,2.917,2010,49
12/13/2010,2.937,2010,50
12/20/2010,2.934,2010,51
12/27/2010,3.015,2010,52
1/3/2011,3.034,2011,1
1/10/2011,3.052,2011,2
1/17/2011,3.068,2011,3
1/24/2011,3.074,2011,4
1/31/2011,3.061,2011,5
2/7/2011,3.094,2011,6
2/14/2011,3.095,2011,7
2/21/2011,3.141,2011,8
2/28/2011,3.341,2011,9
3/7/2011,3.473,2011,10
3/14/2011,3.517,2011,11
3/21/2011,3.507,2011,12
3/28/2011,3.538,2011,13
4/4/2011,3.635,2011,14
4/11/2011,3.743,2011,15
4/18/2011,3.787,2011,16
4/25/2011,3.817,2011,17
5/2/2011,3.906,2011,18
5/9/2011,3.907,2011,19
5/16/2011,3.905,2011,20
5/23/2011,3.788,2011,21
5/30/2011,3.741,2011,22
6/6/2011,3.738,2011,23
6/13/2011,3.664,2011,24
6/20/2011,3.597,2011,25
6/27/2011,3.513,2011,26
7/4/2011,3.534,2011,27
7/11/2011,3.608,2011,28
7/18/2011,3.648,2011,29
7/25/2011,3.667,2011,30
8/1/2011,3.684,2011,31
8/8/2011,3.646,2011,32
8/15/2011,3.576,2011,33
8/22/2011,3.552,2011,34
8/29/2011,3.601,2011,35
9/5/2011,3.643,2011,36
9/12/2011,3.629,2011,37
9/19/2011,3.56,2011,38
9/26/2011,3.461,2011,39
10/3/2011,3.381,2011,40
10/10/2011,3.368,2011,41
10/17/2011,3.431,2011,42
10/24/2011,3.415,2011,43
10/31/2011,3.405,2011,44
11/7/2011,3.37,2011,45
11/14/2011,3.388,2011,46
11/21/2011,3.312,2011,47
11/28/2011,3.248,2011,48
12/5/2011,3.24,2011,49
12/12/2011,3.244,2011,50
12/19/2011,3.183,2011,51
12/26/2011,3.213,2011,52
1/2/2012,3.254,2012,1
1/9/2012,3.333,2012,2
1/16/2012,3.342,2012,3
1/23/2012,3.333,2012,4
1/30/2012,3.386,2012,5
2/6/2012,3.436,2012,6
2/13/2012,3.466,2012,7
2/20/2012,3.523,2012,8
2/27/2012,3.641,2012,9
3/5/2012,3.717,2012,10
3/12/2012,3.747,2012,11
3/19/2012,3.787,2012,12
3/26/2012,3.843,2012,13
4/2/2012,3.874,2012,14
4/9/2012,3.877,2012,15
4/16/2012,3.867,2012,16
4/23/2012,3.805,2012,17
4/30/2012,3.764,2012,18
5/7/2012,3.718,2012,19
5/14/2012,3.658,2012,20
5/21/2012,3.622,2012,21
5/28/2012,3.575,2012,22
6/4/2012,3.518,2012,23
6/11/2012,3.489,2012,24
6/18/2012,3.473,2012,25
6/25/2012,3.378,2012,26
7/2/2012,3.291,2012,27
7/9/2012,3.357,2012,28
7/16/2012,3.364,2012,29
7/23/2012,3.435,2012,30
7/30/2012,3.45,2012,31
8/6/2012,3.606,2012,32
8/13/2012,3.662,2012,33
8/20/2012,3.682,2012,34
8/27/2012,3.722,2012,35
9/3/2012,3.797,2012,36
9/10/2012,3.799,2012,37
9/17/2012,3.832,2012,38
9/24/2012,3.775,2012,39
10/1/2012,3.75,2012,40
10/8/2012,3.742,2012,41
10/15/2012,3.713,2012,42
10/22/2012,3.582,2012,43
10/29/2012,3.48,2012,44
11/5/2012,3.406,2012,45
11/12/2012,3.372,2012,46
11/19/2012,3.36,2012,47
11/26/2012,3.382,2012,48
12/3/2012,3.337,2012,49
12/10/2012,3.297,2012,50
12/17/2012,3.198,2012,51
12/24/2012,3.205,2012,52
12/31/2012,3.245,2012,53
1/7/2013,3.233,2013,1
1/14/2013,3.236,2013,2
1/21/2013,3.254,2013,3
1/28/2013,3.296,2013,4
2/4/2013,3.471,2013,5
2/11/2013,3.537,2013,6
2/18/2013,3.69,2013,7
2/25/2013,3.722,2013,8
3/4/2013,3.698,2013,9
3/11/2013,3.644,2013,10
3/18/2013,3.633,2013,11
3/25/2013,3.616,2013,12
4/1/2013,3.572,2013,13
4/8/2013,3.539,2013,14
4/15/2013,3.469,2013,15
4/22/2013,3.472,2013,16
4/29/2013,3.455,2013,17
5/6/2013,3.478,2013,18
5/13/2013,3.543,2013,19
5/20/2013,3.636,2013,20
5/27/2013,3.601,2013,21
6/3/2013,3.61,2013,22
6/10/2013,3.619,2013,23
6/17/2013,3.577,2013,24
6/24/2013,3.498,2013,25
7/1/2013,3.41,2013,26
7/8/2013,3.413,2013,27
7/15/2013,3.57,2013,28
7/22/2013,3.612,2013,29
7/29/2013,3.57,2013,30
8/5/2013,3.566,2013,31
8/12/2013,3.493,2013,32
8/19/2013,3.496,2013,33
8/26/2013,3.504,2013,34
9/2/2013,3.575,2013,35
9/9/2013,3.54,2013,36
9/16/2013,3.475,2013,37
9/23/2013,3.425,2013,38
9/30/2013,3.354,2013,39
10/7/2013,3.298,2013,40
10/14/2013,3.296,2013,41
10/21/2013,3.31,2013,42
10/28/2013,3.235,2013,43
11/4/2013,3.209,2013,44
11/11/2013,3.133,2013,45
11/18/2013,3.161,2013,46
11/25/2013,3.241,2013,47
12/2/2013,3.209,2013,48
12/9/2013,3.208,2013,49
12/16/2013,3.165,2013,50
12/23/2013,3.198,2013,51
12/30/2013,3.264,2013,52
1/6/2014,3.261,2014,1
1/13/2014,3.267,2014,2
1/20/2014,3.24,2014,3
1/27/2014,3.241,2014,4
2/3/2014,3.243,2014,5
2/10/2014,3.257,2014,6
2/17/2014,3.326,2014,7
2/24/2014,3.394,2014,8
3/3/2014,3.421,2014,9
3/10/2014,3.452,2014,10
3/17/2014,3.489,2014,11
3/24/2014,3.487,2014,12
3/31/2014,3.521,2014,13
4/7/2014,3.533,2014,14
4/14/2014,3.581,2014,15
4/21/2014,3.612,2014,16
4/28/2014,3.635,2014,17
5/5/2014,3.606,2014,18
5/12/2014,3.597,2014,19
5/19/2014,3.593,2014,20
5/26/2014,3.607,2014,21
6/2/2014,3.624,2014,22
6/9/2014,3.61,2014,23
6/16/2014,3.621,2014,24
6/23/2014,3.639,2014,25
6/30/2014,3.635,2014,26
7/7/2014,3.605,2014,27
7/14/2014,3.56,2014,28
7/21/2014,3.523,2014,29
7/28/2014,3.468,2014,30
8/4/2014,3.449,2014,31
8/11/2014,3.447,2014,32
8/18/2014,3.408,2014,33
8/25/2014,3.397,2014,34
9/1/2014,3.41,2014,35
9/8/2014,3.406,2014,36
9/15/2014,3.352,2014,37
9/22/2014,3.296,2014,38
9/29/2014,3.304,2014,39
10/6/2014,3.246,2014,40
10/13/2014,3.147,2014,41
10/20/2014,3.07,2014,42
10/27/2014,3.016,2014,43
11/3/2014,2.956,2014,44
11/10/2014,2.907,2014,45
11/17/2014,2.856,2014,46
11/24/2014,2.781,2014,47
12/1/2014,2.738,2014,48
12/8/2014,2.634,2014,49
12/15/2014,2.499,2014,50
12/22/2014,2.341,2014,51
12/29/2014,2.229,2014,52
1/5/2015,2.136,2015,1
1/12/2015,2.066,2015,2
1/19/2015,1.999,2015,3
1/26/2015,1.982,2015,4
2/2/2015,2.013,2015,5
2/9/2015,2.133,2015,6
2/16/2015,2.206,2015,7
2/23/2015,2.256,2015,8
3/2/2015,2.36,2015,9
3/9/2015,2.367,2015,10
3/16/2015,2.339,2015,11
3/23/2015,2.347,2015,12
3/30/2015,2.348,2015,13
4/6/2015,2.315,2015,14
4/13/2015,2.317,2015,15
4/20/2015,2.393,2015,16
4/27/2015,2.451,2015,17
5/4/2015,2.517,2015,18
5/11/2015,2.547,2015,19
5/18/2015,2.604,2015,20
5/25/2015,2.642,2015,21
6/1/2015,2.656,2015,22
6/8/2015,2.668,2015,23
6/15/2015,2.744,2015,24
6/22/2015,2.72,2015,25
6/29/2015,2.713,2015,26
7/6/2015,2.702,2015,27
7/13/2015,2.694,2015,28
7/20/2015,2.661,2015,29
7/27/2015,2.605,2015,30
8/3/2015,2.555,2015,31
8/10/2015,2.505,2015,32
8/17/2015,2.608,2015,33
8/24/2015,2.534,2015,34
8/31/2015,2.406,2015,35
9/7/2015,2.337,2015,36
9/14/2015,2.28,2015,37
9/21/2015,2.237,2015,38
9/28/2015,2.246,2015,39
10/5/2015,2.252,2015,40
10/12/2015,2.283,2015,41
10/19/2015,2.22,2015,42
10/26/2015,2.166,2015,43
11/2/2015,2.17,2015,44
11/9/2015,2.172,2015,45
11/16/2015,2.11,2015,46
11/23/2015,2.015,2015,47
11/30/2015,1.974,2015,48
12/7/2015,1.969,2015,49
12/14/2015,1.953,2015,50
12/21/2015,1.929,2015,51
12/28/2015,1.933,2015,52
1/4/2016,1.922,2016,1
1/11/2016,1.888,2016,2
1/18/2016,1.81,2016,3
1/25/2016,1.752,2016,4
2/1/2016,1.729,2016,5
2/8/2016,1.663,2016,6
2/15/2016,1.638,2016,7
2/22/2016,1.661,2016,8
2/29/2016,1.715,2016,9
3/7/2016,1.782,2016,10
3/14/2016,1.888,2016,11
3/21/2016,1.935,2016,12
3/28/2016,1.976,2016,13
4/4/2016,1.994,2016,14
4/11/2016,1.981,2016,15
4/18/2016,2.053,2016,16
4/25/2016,2.08,2016,17
5/2/2016,2.168,2016,18
5/9/2016,2.143,2016,19
5/16/2016,2.17,2016,20
5/23/2016,2.235,2016,21
5/30/2016,2.281,2016,22
6/6/2016,2.328,2016,23
6/13/2016,2.343,2016,24
6/20/2016,2.29,2016,25
6/27/2016,2.25,2016,26
7/4/2016,2.205,2016,27
7/11/2016,2.171,2016,28
7/18/2016,2.148,2016,29
7/25/2016,2.105,2016,30
8/1/2016,2.091,2016,31
8/8/2016,2.087,2016,32
8/15/2016,2.096,2016,33
8/22/2016,2.136,2016,34
8/29/2016,2.187,2016,35
